,sentence_no,word,POS_Tags
5845,278,follow,VBP
5846,278,cupidity,NN
5847,278,and,CC
5848,278,awakened,VBD
5849,278,into,IN
5850,278,the,DT
5851,278,belief,NN
5852,278,that,IN
5853,278,only,RB
5854,278,Righteousness,NNP
5855,278,should,MD
5856,278,be,VB
5857,278,sought,VBN
5858,278,",",","
5859,278,do,VB
5860,278,thou,PRP
5861,278,",",","
5862,278,O,UH
5863,278,Yudhishthira,NNP
5864,278,",",","
5865,278,wait,VB
5866,278,upon,IN
5867,278,and,CC
5868,278,ask,VB
5869,278,those,DT
5870,278,persons,NNS
5871,278,(,:
5872,278,for,IN
5873,278,enlightening,VBG
5874,278,thyself,PRP
5875,278,),-RRB-
5876,278,.,.
5877,279,The,DT
5878,279,conduct,NN
5879,279,of,IN
5880,279,those,DT
5881,279,persons,NNS
5882,279,never,RB
5883,279,goes,VBZ
5884,279,wrong,JJ
5885,279,or,CC
5886,279,meets,VBZ
5887,279,with,IN
5888,279,destruction,NN
5889,279,",",","
5890,279,as,IN
5891,279,also,RB
5892,279,their,PRP$
5893,279,sacrifices,NNS
5894,279,and,CC
5895,279,Vedic,NNP
5896,279,study,NN
5897,279,and,CC
5898,279,rites,NNS
5899,279,.,.
5900,280,Indeed,RB
5901,280,",",","
5902,280,these,DT
5903,280,three,CD
5904,280,",",","
5905,280,viz,UH
5906,280,.,.
5907,280,",",","
5908,280,conduct,VBP
5909,280,as,IN
5910,280,consisting,VBG
5911,280,of,IN
5912,280,overt,JJ
5913,280,acts,NNS
5914,280,",",","
5915,280,behaviour,NN
5916,280,in,IN
5917,280,respect,NN
5918,280,of,IN
5919,280,(,","
5920,280,mental,JJ
5921,280,),","
5922,280,purity,NN
5923,280,",",","
5924,280,and,CC
5925,280,the,DT
5926,280,Vedas,NNP
5927,280,together,RB
5928,280,constitute,VBP
5929,280,Righteousness,NNP
5930,280,.,.
5931,280,'',''
5932,281,``,``
5933,281,',''
5934,281,Yudhishthira,NNP
5935,281,said,VBD
5936,281,",",","
5937,281,``,``
5938,281,O,UH
5939,281,grandsire,NN
5940,281,",",","
5941,281,my,PRP$
5942,281,understanding,NN
5943,281,is,VBZ
5944,281,once,RB
5945,281,more,RBR
5946,281,stupefied,VBN
5947,281,by,IN
5948,281,doubt,NN
5949,281,.,.
5950,282,I,PRP
5951,282,am,VBP
5952,282,on,IN
5953,282,this,DT
5954,282,side,NN
5955,282,the,DT
5956,282,ocean,NN
5957,282,",",","
5958,282,employed,VBN
5959,282,in,IN
5960,282,searching,VBG
5961,282,after,IN
5962,282,the,DT
5963,282,means,NNS
5964,282,of,IN
5965,282,crossing,VBG
5966,282,it,PRP
5967,282,.,.
5968,283,I,PRP
5969,283,do,VBP
5970,283,not,RB
5971,283,",",","
5972,283,however,RB
5973,283,",",","
5974,283,behold,VB
5975,283,the,DT
5976,283,other,JJ
5977,283,shore,NN
5978,283,of,IN
5979,283,the,DT
5980,283,ocean,NN
5981,283,!,.
5982,284,If,IN
5983,284,these,DT
5984,284,three,CD
5985,284,",",","
5986,284,viz,UH
5987,284,.,.
5988,284,",",","
5989,284,the,DT
5990,284,Vedas,NNPS
5991,284,",",","
5992,284,direct,JJ
5993,284,perception,NN
5994,284,(,","
5995,284,or,CC
5996,284,acts,NNS
5997,284,that,WDT
5998,284,are,VBP
5999,284,seen,VBN
6000,284,),","
6001,284,",",","
6002,284,and,CC
6003,284,behaviour,NN
6004,284,(,","
6005,284,or,CC
6006,284,",",","
6007,284,mental,JJ
6008,284,purity,NN
6009,284,),","
6010,284,together,RB
6011,284,constitute,VBP
6012,284,what,WP
6013,284,is,VBZ
6014,284,to,TO
6015,284,be,VB
6016,284,regarded,VBN
6017,284,as,IN
6018,284,authority,NN
6019,284,",",","
6020,284,it,PRP
6021,284,can,MD
6022,284,be,VB
6023,284,alleged,VBN
6024,284,that,IN
6025,284,there,EX
6026,284,is,VBZ
6027,284,difference,NN
6028,284,between,IN
6029,284,them,PRP
6030,284,.,.
6031,285,Righteousness,NN
6032,285,then,RB
6033,285,becomes,VBZ
6034,285,really,RB
6035,285,of,IN
6036,285,three,CD
6037,285,kinds,NNS
6038,285,",",","
6039,285,although,IN
6040,285,it,PRP
6041,285,is,VBZ
6042,285,one,CD
6043,285,and,CC
6044,285,indivisible,JJ
6045,285,.,.
6046,285,'',''
6047,286,``,``
6048,286,',''
6049,286,Bhishma,NNP
6050,286,said,VBD
6051,286,",",","
6052,286,``,``
6053,286,Righteousness,NN
6054,286,is,VBZ
6055,286,sometimes,RB
6056,286,seen,VBN
6057,286,to,TO
6058,286,be,VB
6059,286,destroyed,VBN
6060,286,by,IN
6061,286,wicked,JJ
6062,286,wights,NNS
6063,286,of,IN
6064,286,great,JJ
6065,286,power,NN
6066,286,.,.
6067,287,If,IN
6068,287,thou,PRP
6069,287,thinkest,VBP
6070,287,",",","
6071,287,O,UH
6072,287,king,NN
6073,287,",",","
6074,287,that,DT
6075,287,Righteousness,NN
6076,287,should,MD
6077,287,really,RB
6078,287,be,VB
6079,287,of,IN
6080,287,three,CD
6081,287,kinds,NNS
6082,287,",",","
6083,287,my,PRP$
6084,287,reply,NN
6085,287,is,VBZ
6086,287,that,IN
6087,287,thy,DT
6088,287,conclusion,NN
6089,287,is,VBZ
6090,287,warranted,VBN
6091,287,by,IN
6092,287,reason,NN
6093,287,.,.
6094,288,The,DT
6095,288,truth,NN
6096,288,is,VBZ
6097,288,that,IN
6098,288,Righteousness,NNP
6099,288,is,VBZ
6100,288,one,CD
6101,288,and,CC
6102,288,indivisible,JJ
6103,288,",",","
6104,288,although,IN
6105,288,it,PRP
6106,288,is,VBZ
6107,288,capable,JJ
6108,288,of,IN
6109,288,being,VBG
6110,288,viewed,VBN
6111,288,from,IN
6112,288,three,CD
6113,288,different,JJ
6114,288,points,NNS
6115,288,.,.
6116,289,The,DT
6117,289,paths,NNS
6118,289,(,","
6119,289,indications,NNS
6120,289,),-RRB-
6121,289,of,IN
6122,289,those,DT
6123,289,three,CD
6124,289,that,WDT
6125,289,constitute,VBP
6126,289,the,DT
6127,289,foundation,NN
6128,289,of,IN
6129,289,Righteousness,NNP
6130,289,have,VBP
6131,289,each,DT
6132,289,been,VBN
6133,289,laid,VBN
6134,289,down,RP
6135,289,.,.
6136,290,Do,VB
6137,290,thou,PRP
6138,290,act,VB
6139,290,according,VBG
6140,290,to,IN
6141,290,the,DT
6142,290,instructions,NNS
6143,290,laid,VBN
6144,290,down,RP
6145,290,.,.
6146,291,Thou,PRP
6147,291,shouldst,MD
6148,291,never,RB
6149,291,wrangle,VB
6150,291,about,IN
6151,291,Righteousness,NNP
6152,291,and,CC
6153,291,then,RB
6154,291,seek,VB
6155,291,to,TO
6156,291,have,VB
6157,291,those,DT
6158,291,doubts,NNS
6159,291,solved,VBN
6160,291,into,IN
6161,291,which,WDT
6162,291,thou,PRP
6163,291,mayst,MD
6164,291,arrive,VB
6165,291,.,.
6166,292,O,UH
6167,292,chief,NN
6168,292,of,IN
6169,292,the,DT
6170,292,Bharatas,NNPS
6171,292,",",","
6172,292,let,VB
6173,292,no,DT
6174,292,doubts,NNS
6175,292,like,IN
6176,292,these,DT
6177,292,ever,RB
6178,292,take,VB
6179,292,possession,NN
6180,292,of,IN
6181,292,thy,DT
6182,292,mind,NN
6183,292,!,.
6184,293,Do,VB
6185,293,thou,PRP
6186,293,obey,VB
6187,293,what,WP
6188,293,I,PRP
6189,293,say,VBP
6190,293,without,IN
6191,293,scruple,NN
6192,293,of,IN
6193,293,any,DT
6194,293,kind,NN
6195,293,.,.
6196,294,Follow,VB
6197,294,me,PRP
6198,294,like,IN
6199,294,a,DT
6200,294,blind,JJ
6201,294,man,NN
6202,294,or,CC
6203,294,like,IN
6204,294,one,CD
6205,294,who,WP
6206,294,",",","
6207,294,without,IN
6208,294,being,VBG
6209,294,possessed,VBN
6210,294,of,IN
6211,294,sense,NN
6212,294,himself,PRP
6213,294,",",","
6214,294,has,VBZ
6215,294,to,TO
6216,294,depend,VB
6217,294,upon,IN
6218,294,that,DT
6219,294,of,IN
6220,294,another,DT
6221,294,.,.
6222,295,Abstention,NN
6223,295,from,IN
6224,295,injury,NN
6225,295,",",","
6226,295,truth,NN
6227,295,",",","
6228,295,absence,NN
6229,295,of,IN
6230,295,wrath,NN
6231,295,(,","
6232,295,or,CC
6233,295,forgiveness,NN
6234,295,),-RRB-
6235,295,",",","
6236,295,and,CC
6237,295,liberality,NN
6238,295,of,IN
6239,295,gifts,NNS
6240,295,",",","
6241,295,--,:
6242,295,these,DT
6243,295,four,CD
6244,295,",",","
6245,295,O,UH
6246,295,king,NN
6247,295,",",","
6248,295,that,WDT
6249,295,hast,VBP
6250,295,no,DT
6251,295,foe,NN
6252,295,",",","
6253,295,do,VBP
6254,295,thou,PRP
6255,295,practise,VB
6256,295,",",","
6257,295,for,IN
6258,295,these,DT
6259,295,four,CD
6260,295,constitute,VB
6261,295,eternal,JJ
6262,295,Righteousness,NNP
6263,295,!,.
6264,296,Do,VB
6265,296,thou,DT
6266,296,also,RB
6267,296,",",","
6268,296,O,UH
6269,296,mighty-armed,JJ
6270,296,prince,NN
6271,296,",",","
6272,296,pursue,VB
6273,296,that,DT
6274,296,conduct,NN
6275,296,towards,IN
6276,296,the,DT
6277,296,Brahmanas,NNP
6278,296,which,WDT
6279,296,is,VBZ
6280,296,consistent,JJ
6281,296,with,IN
6282,296,what,WP
6283,296,has,VBZ
6284,296,been,VBN
6285,296,observed,VBN
6286,296,towards,IN
6287,296,them,PRP
6288,296,by,IN
6289,296,thy,DT
6290,296,sires,NNS
6291,296,and,CC
6292,296,grandsires,NNS
6293,296,.,.
6294,297,These,DT
6295,297,are,VBP
6296,297,the,DT
6297,297,principal,JJ
6298,297,indications,NNS
6299,297,of,IN
6300,297,Righteousness,NNP
6301,297,.,.
6302,298,That,DT
6303,298,man,NN
6304,298,of,IN
6305,298,little,JJ
6306,298,intelligence,NN
6307,298,who,WP
6308,298,would,MD
6309,298,destroy,VB
6310,298,the,DT
6311,298,weight,NN
6312,298,of,IN
6313,298,authority,NN
6314,298,by,IN
6315,298,denying,VBG
6316,298,that,DT
6317,298,to,TO
6318,298,be,VB
6319,298,a,DT
6320,298,standard,NN
6321,298,which,WDT
6322,298,has,VBZ
6323,298,always,RB
6324,298,been,VBN
6325,298,accepted,VBN
6326,298,as,IN
6327,298,such,JJ
6328,298,would,MD
6329,298,himself,PRP
6330,298,fail,VB
6331,298,to,TO
6332,298,become,VB
6333,298,an,DT
6334,298,authority,NN
6335,298,among,IN
6336,298,men,NNS
6337,298,.,.
6338,299,Such,PDT
6339,299,a,DT
6340,299,man,NN
6341,299,becomes,VBZ
6342,299,the,DT
6343,299,cause,NN
6344,299,of,IN
6345,299,much,JJ
6346,299,grief,NN
6347,299,in,IN
6348,299,the,DT
6349,299,world,NN
6350,299,.,.
6351,300,Do,VB
6352,300,thou,PRP
6353,300,reverence,VB
6354,300,the,DT
6355,300,Brahmanas,NNP
6356,300,and,CC
6357,300,treat,VB
6358,300,them,PRP
6359,300,with,IN
6360,300,hospitality,NN
6361,300,.,.
6362,301,Do,VB
6363,301,thou,PRP
6364,301,always,RB
6365,301,serve,VB
6366,301,them,PRP
6367,301,in,IN
6368,301,this,DT
6369,301,way,NN
6370,301,.,.
6371,302,The,DT
6372,302,universe,NN
6373,302,rests,VBZ
6374,302,on,IN
6375,302,them,PRP
6376,302,.,.
6377,303,Do,VBP
6378,303,thou,PRP
6379,303,understand,VB
6380,303,them,PRP
6381,303,to,TO
6382,303,be,VB
6383,303,such,JJ
6384,303,!,.
6385,303,'',''
6386,304,``,``
6387,304,',''
6388,304,Yudhishthira,NNP
6389,304,said,VBD
6390,304,",",","
6391,304,``,``
6392,304,Tell,VB
6393,304,me,PRP
6394,304,",",","
6395,304,O,UH
6396,304,grandsire,NN
6397,304,",",","
6398,304,what,WP
6399,304,the,DT
6400,304,respective,JJ
6401,304,ends,NNS
6402,304,are,VBP
6403,304,of,IN
6404,304,those,DT
6405,304,that,WDT
6406,304,hate,VBP
6407,304,Righteousness,NNP
6408,304,and,CC
6409,304,of,IN
6410,304,those,DT
6411,304,that,WDT
6412,304,adore,VBP
6413,304,and,CC
6414,304,observe,VBP
6415,304,it,PRP
6416,304,!,.
6417,304,'',''
6418,305,``,``
6419,305,',''
6420,305,Bhishma,NNP
6421,305,said,VBD
6422,305,",",","
6423,305,``,``
6424,305,Those,DT
6425,305,men,NNS
6426,305,that,WDT
6427,305,hate,VBP
6428,305,Righteousness,NNP
6429,305,are,VBP
6430,305,said,VBN
6431,305,to,TO
6432,305,have,VB
6433,305,their,PRP$
6434,305,hearts,NNS
6435,305,overwhelmed,VBN
6436,305,by,IN
6437,305,the,DT
6438,305,attributes,NNS
6439,305,of,IN
6440,305,passion,NN
6441,305,and,CC
6442,305,darkness,NN
6443,305,.,.
6444,306,Such,JJ
6445,306,men,NNS
6446,306,have,VBP
6447,306,always,RB
6448,306,to,TO
6449,306,go,VB
6450,306,to,IN
6451,306,Hell,NNP
6452,306,.,.
6453,307,Those,DT
6454,307,men,NNS
6455,307,",",","
6456,307,on,IN
6457,307,the,DT
6458,307,other,JJ
6459,307,hand,NN
6460,307,",",","
6461,307,O,UH
6462,307,monarch,NN
6463,307,",",","
6464,307,who,WP
6465,307,always,RB
6466,307,adore,VBP
6467,307,and,CC
6468,307,observe,VBP
6469,307,Righteousness,NNP
6470,307,",",","
6471,307,those,DT
6472,307,men,NNS
6473,307,who,WP
6474,307,are,VBP
6475,307,devoted,VBN
6476,307,to,IN
6477,307,truth,NN
6478,307,and,CC
6479,307,sincerity,NN
6480,307,",",","
6481,307,are,VBP
6482,307,called,VBN
6483,307,good,JJ
6484,307,.,.
6485,308,They,PRP
6486,308,always,RB
6487,308,enjoy,VBP
6488,308,the,DT
6489,308,pleasures,NNS
6490,308,or,CC
6491,308,felicity,NN
6492,308,of,IN
6493,308,heaven,NNP
6494,308,.,.
6495,309,In,IN
6496,309,consequence,NN
6497,309,of,IN
6498,309,their,PRP$
6499,309,waiting,VBG
6500,309,upon,IN
6501,309,their,PRP$
6502,309,preceptors,NNS
6503,309,with,IN
6504,309,reverence,NN
6505,309,their,PRP$
6506,309,hearts,NNS
6507,309,always,RB
6508,309,turn,VBP
6509,309,towards,IN
6510,309,Righteousness,NNP
6511,309,.,.
6512,310,Verily,RB
6513,310,",",","
6514,310,they,PRP
6515,310,who,WP
6516,310,adore,VBP
6517,310,Righteousness,NNP
6518,310,attain,VBP
6519,310,to,IN
6520,310,the,DT
6521,310,regions,NNS
6522,310,of,IN
6523,310,the,DT
6524,310,deities,NNS
6525,310,.,.
6526,311,Those,DT
6527,311,individuals,NNS
6528,311,",",","
6529,311,whether,IN
6530,311,human,JJ
6531,311,beings,NNS
6532,311,or,CC
6533,311,deities,NNS
6534,311,who,WP
6535,311,divest,VBP
6536,311,themselves,PRP
6537,311,of,IN
6538,311,cupidity,NN
6539,311,and,CC
6540,311,malice,NN
6541,311,and,CC
6542,311,who,WP
6543,311,emaciate,VBP
6544,311,or,CC
6545,311,afflict,VBP
6546,311,their,PRP$
6547,311,bodies,NNS
6548,311,by,IN
6549,311,the,DT
6550,311,observance,NN
6551,311,of,IN
6552,311,austerities,NNS
6553,311,",",","
6554,311,succeed,VBP
6555,311,",",","
6556,311,in,IN
6557,311,consequence,NN
6558,311,of,IN
6559,311,the,DT
6560,311,Righteousness,NNP
6561,311,which,WDT
6562,311,then,RB
6563,311,becomes,VBZ
6564,311,theirs,PRP
6565,311,to,TO
6566,311,attain,VB
6567,311,to,IN
6568,311,great,JJ
6569,311,felicity,NN
6570,311,.,.
6571,312,Those,DT
6572,312,that,WDT
6573,312,are,VBP
6574,312,gifted,VBN
6575,312,with,IN
6576,312,wisdom,NN
6577,312,have,VBP
6578,312,said,VBN
6579,312,that,IN
6580,312,the,DT
6581,312,Brahmanas,NNPS
6582,312,",",","
6583,312,who,WP
6584,312,are,VBP
6585,312,the,DT
6586,312,eldest,JJS
6587,312,sons,NNS
6588,312,of,IN
6589,312,Brahmana,NNP
6590,312,",",","
6591,312,represent,VBP
6592,312,Righteousness,NNP
6593,312,.,.
6594,313,They,PRP
6595,313,that,WDT
6596,313,are,VBP
6597,313,righteous,JJ
6598,313,always,RB
6599,313,worship,VBP
6600,313,them,PRP
6601,313,",",","
6602,313,their,PRP$
6603,313,hearts,NNS
6604,313,regarding,VBG
6605,313,them,PRP
6606,313,with,IN
6607,313,as,RB
6608,313,much,JJ
6609,313,love,NN
6610,313,and,CC
6611,313,affection,NN
6612,313,as,IN
6613,313,a,DT
6614,313,hungry,JJ
6615,313,man,NN
6616,313,',''
6617,313,s,POS
6618,313,stomach,NN
6619,313,entertains,VBZ
6620,313,for,IN
6621,313,ripe,JJ
6622,313,and,CC
6623,313,delicious,JJ
6624,313,fruits,NNS
6625,313,.,.
6626,313,'',''
6627,314,``,``
6628,314,',''
6629,314,Yudhishthira,NNP
6630,314,said,VBD
6631,314,",",","
6632,314,``,``
6633,314,What,WP
6634,314,is,VBZ
6635,314,the,DT
6636,314,appearance,NN
6637,314,presented,VBN
6638,314,by,IN
6639,314,those,DT
6640,314,that,WDT
6641,314,are,VBP
6642,314,wicked,JJ
6643,314,",",","
6644,314,and,CC
6645,314,what,WP
6646,314,are,VBP
6647,314,those,DT
6648,314,acts,NNS
6649,314,which,WDT
6650,314,they,PRP
6651,314,that,WDT
6652,314,are,VBP
6653,314,called,VBN
6654,314,good,JJ
6655,314,are,VBP
6656,314,to,TO
6657,314,do,VB
6658,314,?,.
6659,315,Explain,VB
6660,315,to,IN
6661,315,me,PRP
6662,315,this,DT
6663,315,",",","
6664,315,O,UH
6665,315,holy,JJ
6666,315,one,NN
6667,315,!,.
6668,316,Indeed,RB
6669,316,",",","
6670,316,tell,VB
6671,316,me,PRP
6672,316,what,WP
6673,316,the,DT
6674,316,indications,NNS
6675,316,are,VBP
6676,316,of,IN
6677,316,the,DT
6678,316,good,NN
6679,316,and,CC
6680,316,the,DT
6681,316,wicked,JJ
6682,316,.,.
6683,316,'',''
6684,317,``,``
6685,317,',''
6686,317,Bhishma,NNP
6687,317,said,VBD
6688,317,",",","
6689,317,``,``
6690,317,They,PRP
6691,317,that,WDT
6692,317,are,VBP
6693,317,wicked,JJ
6694,317,are,VBP
6695,317,evil,JJ
6696,317,in,IN
6697,317,their,PRP$
6698,317,practices,NNS
6699,317,",",","
6700,317,ungovernable,JJ
6701,317,or,CC
6702,317,incapable,JJ
6703,317,of,IN
6704,317,being,VBG
6705,317,kept,VBN
6706,317,within,IN
6707,317,the,DT
6708,317,restraints,NNS
6709,317,of,IN
6710,317,rules,NNS
6711,317,",",","
6712,317,and,CC
6713,317,foul,JJ
6714,317,mouthed,VBN
6715,317,.,.
6716,318,They,PRP
6717,318,",",","
6718,318,on,IN
6719,318,the,DT
6720,318,other,JJ
6721,318,hand,NN
6722,318,",",","
6723,318,that,WDT
6724,318,are,VBP
6725,318,good,JJ
6726,318,",",","
6727,318,are,VBP
6728,318,always,RB
6729,318,good,JJ
6730,318,in,IN
6731,318,their,PRP$
6732,318,acts,NNS
6733,318,.,.
6734,319,Verily,RB
6735,319,",",","
6736,319,the,DT
6737,319,acts,NNS
6738,319,these,DT
6739,319,men,NNS
6740,319,do,VBP
6741,319,are,VBP
6742,319,regarded,VBN
6743,319,as,IN
6744,319,the,DT
6745,319,indications,NNS
6746,319,of,IN
6747,319,that,DT
6748,319,course,NN
6749,319,of,IN
6750,319,conduct,NN
6751,319,which,WDT
6752,319,is,VBZ
6753,319,called,VBN
6754,319,good,JJ
6755,319,.,.
6756,320,They,PRP
6757,320,that,WDT
6758,320,are,VBP
6759,320,good,JJ
6760,320,or,CC
6761,320,righteous,JJ
6762,320,",",","
6763,320,O,UH
6764,320,monarch,NN
6765,320,",",","
6766,320,never,RB
6767,320,answer,VBP
6768,320,the,DT
6769,320,two,CD
6770,320,calls,NNS
6771,320,of,IN
6772,320,nature,NN
6773,320,on,IN
6774,320,the,DT
6775,320,public,JJ
6776,320,road,NN
6777,320,",",","
6778,320,or,CC
6779,320,in,IN
6780,320,the,DT
6781,320,midst,NN
6782,320,of,IN
6783,320,a,DT
6784,320,cow-pen,NN
6785,320,",",","
6786,320,or,CC
6787,320,on,IN
6788,320,a,DT
6789,320,field,NN
6790,320,of,IN
6791,320,paddy,NN
6792,320,.,.
6793,321,After,IN
6794,321,feeding,VBG
6795,321,the,DT
6796,321,five,CD
6797,321,they,PRP
6798,321,take,VBP
6799,321,their,PRP$
6800,321,own,JJ
6801,321,food,NN
6802,321,.,.
6803,322,[,-LRB-
6804,322,622,CD
6805,322,],-RRB-
6806,322,They,PRP
6807,322,never,RB
6808,322,talk,VBP
6809,322,while,IN
6810,322,eating,VBG
6811,322,",",","
6812,322,and,CC
6813,322,never,RB
6814,322,go,VBP
6815,322,to,IN
6816,322,sleep,NN
6817,322,with,IN
6818,322,wet,JJ
6819,322,hands,NNS
6820,322,(,","
6821,322,i.e.,FW
6822,322,",",","
6823,322,without,IN
6824,322,rubbing,VBG
6825,322,them,PRP
6826,322,dry,JJ
6827,322,with,IN
6828,322,towels,NNS
6829,322,or,CC
6830,322,napkins,NNS
6831,322,),-RRB-
6832,322,.,.
6833,323,Whenever,WRB
6834,323,they,PRP
6835,323,see,VBP
6836,323,any,DT
6837,323,of,IN
6838,323,the,DT
6839,323,following,VBG
6840,323,",",","
6841,323,they,PRP
6842,323,circumambulate,VBP
6843,323,them,PRP
6844,323,for,IN
6845,323,showing,VBG
6846,323,them,PRP
6847,323,reverence,NN
6848,323,",",","
6849,323,viz,NN
6850,323,.,.
6851,323,",",","
6852,323,a,DT
6853,323,blazing,VBG
6854,323,fire,NN
6855,323,",",","
6856,323,a,DT
6857,323,bull,NN
6858,323,",",","
6859,323,the,DT
6860,323,image,NN
6861,323,of,IN
6862,323,a,DT
6863,323,deity,NN
6864,323,",",","
6865,323,a,DT
6866,323,cow-pen,NN
6867,323,",",","
6868,323,a,DT
6869,323,place,NN
6870,323,where,WRB
6871,323,four,CD
6872,323,roads,NNS
6873,323,meet,VBP
6874,323,",",","
6875,323,and,CC
6876,323,an,DT
6877,323,old,JJ
6878,323,and,CC
6879,323,virtuous,JJ
6880,323,Brahmana,NNP
6881,323,.,.
6882,324,They,PRP
6883,324,give,VBP
6884,324,the,DT
6885,324,way,NN
6886,324,",",","
6887,324,themselves,PRP
6888,324,standing,VBG
6889,324,aside,RB
6890,324,",",","
6891,324,unto,IN
6892,324,those,DT
6893,324,that,WDT
6894,324,are,VBP
6895,324,old,JJ
6896,324,",",","
6897,324,those,DT
6898,324,that,WDT
6899,324,are,VBP
6900,324,afflicted,VBN
6901,324,with,IN
6902,324,burdens,NNS
6903,324,",",","
6904,324,ladies,NNS
6905,324,",",","
6906,324,those,DT
6907,324,that,WDT
6908,324,hold,VBP
6909,324,high,JJ
6910,324,appointments,NNS
6911,324,in,IN
6912,324,the,DT
6913,324,village,NN
6914,324,or,CC
6915,324,town,NN
6916,324,administration,NN
6917,324,",",","
6918,324,Brahmanas,NNP
6919,324,",",","
6920,324,kine,NN
6921,324,",",","
6922,324,and,CC
6923,324,kings,NNS
6924,324,.,.
6925,325,The,DT
6926,325,righteous,JJ
6927,325,or,CC
6928,325,good,JJ
6929,325,man,NN
6930,325,is,VBZ
6931,325,he,PRP
6932,325,that,WDT
6933,325,protects,VBZ
6934,325,his,PRP$
6935,325,guests,NNS
6936,325,",",","
6937,325,servants,NNS
6938,325,and,CC
6939,325,other,JJ
6940,325,dependents,NNS
6941,325,",",","
6942,325,his,PRP$
6943,325,own,JJ
6944,325,relatives,NNS
6945,325,",",","
6946,325,and,CC
6947,325,all,PDT
6948,325,those,DT
6949,325,that,WDT
6950,325,seek,VBP
6951,325,his,PRP$
6952,325,protection,NN
6953,325,.,.
6954,326,Such,PDT
6955,326,a,DT
6956,326,man,NN
6957,326,always,RB
6958,326,welcomes,VBZ
6959,326,these,DT
6960,326,with,IN
6961,326,the,DT
6962,326,usual,JJ
6963,326,enquiries,NNS
6964,326,of,IN
6965,326,politeness,NN
6966,326,.,.
6967,327,Two,CD
6968,327,times,NNS
6969,327,have,VBP
6970,327,been,VBN
6971,327,appointed,VBN
6972,327,by,IN
6973,327,the,DT
6974,327,deities,NNS
6975,327,for,IN
6976,327,human,JJ
6977,327,beings,NNS
6978,327,to,TO
6979,327,take,VB
6980,327,their,PRP$
6981,327,food,NN
6982,327,",",","
6983,327,viz,NN
6984,327,.,.
6985,327,",",","
6986,327,morning,NN
6987,327,and,CC
6988,327,evening,NN
6989,327,.,.
6990,328,During,IN
6991,328,the,DT
6992,328,interval,NN
6993,328,one,PRP
6994,328,should,MD
6995,328,not,RB
6996,328,eat,VB
6997,328,anything,NN
6998,328,.,.
6999,329,By,IN
7000,329,following,VBG
7001,329,this,DT
7002,329,rule,NN
7003,329,about,IN
7004,329,eating,NN
7005,329,",",","
7006,329,one,CD
7007,329,is,VBZ
7008,329,said,VBN
7009,329,to,TO
7010,329,observe,VB
7011,329,a,DT
7012,329,fast,NN
7013,329,.,.
7014,330,As,IN
7015,330,the,DT
7016,330,sacred,JJ
7017,330,fire,NN
7018,330,waits,VBZ
7019,330,for,IN
7020,330,libations,NNS
7021,330,to,TO
7022,330,be,VB
7023,330,poured,VBN
7024,330,upon,IN
7025,330,it,PRP
7026,330,when,WRB
7027,330,the,DT
7028,330,hour,NN
7029,330,for,IN
7030,330,Homa,NNP
7031,330,arrives,VBZ
7032,330,",",","
7033,330,even,RB
7034,330,so,RB
7035,330,a,DT
7036,330,woman,NN
7037,330,",",","
7038,330,when,WRB
7039,330,her,PRP$
7040,330,functional,JJ
7041,330,period,NN
7042,330,is,VBZ
7043,330,over,RB
7044,330,",",","
7045,330,expects,VBZ
7046,330,an,DT
7047,330,act,NN
7048,330,of,IN
7049,330,congress,NN
7050,330,with,IN
7051,330,her,PRP$
7052,330,husband,NN
7053,330,.,.
7054,331,One,CD
7055,331,that,WDT
7056,331,never,RB
7057,331,approaches,VBZ
7058,331,one,CD
7059,331,',''
7060,331,s,POS
7061,331,spouses,NNS
7062,331,at,IN
7063,331,any,DT
7064,331,other,JJ
7065,331,time,NN
7066,331,save,VB
7067,331,after,IN
7068,331,the,DT
7069,331,functional,JJ
7070,331,period,NN
7071,331,",",","
7072,331,is,VBZ
7073,331,said,VBN
7074,331,to,TO
7075,331,observe,VB
7076,331,the,DT
7077,331,vow,NN
7078,331,of,IN
7079,331,Brahmacharya,NNP
7080,331,.,.
7081,332,Amrita,NNP
7082,332,(,:
7083,332,nectar,NN
7084,332,),-RRB-
7085,332,",",","
7086,332,Brahmanas,NNP
7087,332,",",","
7088,332,and,CC
7089,332,kine,NN
7090,332,",",","
7091,332,--,:
7092,332,these,DT
7093,332,three,CD
7094,332,are,VBP
7095,332,regarded,VBN
7096,332,as,IN
7097,332,equal,JJ
7098,332,.,.
7099,333,Hence,RB
7100,333,",",","
7101,333,one,PRP
7102,333,should,MD
7103,333,always,RB
7104,333,worship,VB
7105,333,",",","
7106,333,with,IN
7107,333,due,JJ
7108,333,rites,NNS
7109,333,",",","
7110,333,Brahmanas,NNP
7111,333,and,CC
7112,333,kine,NN
7113,333,.,.
7114,334,One,PRP
7115,334,does,VBZ
7116,334,not,RB
7117,334,incur,VB
7118,334,any,DT
7119,334,fault,NN
7120,334,or,CC
7121,334,stain,NN
7122,334,by,IN
7123,334,eating,VBG
7124,334,the,DT
7125,334,meat,NN
7126,334,of,IN
7127,334,animals,NNS
7128,334,slain,VBN
7129,334,in,IN
7130,334,sacrifices,NNS
7131,334,with,IN
7132,334,the,DT
7133,334,aid,NN
7134,334,of,IN
7135,334,Tantras,NNP
